study,Age,QL00_A,QL00_M,QL00_L,QL00_U,QL15_A,QL15_M,QL15_L,QL15_U,QL35_A,QL35_M,QL35_L,QL35_U
Rampakakis et al. 2017 Mexico,68,0.034488686883347594,0.03441961287036739,0.031099648688828828,0.03822698520476128,0.034343348142980755,0.03427604644459044,0.03097876152557965,0.03806020720108915,0.03415185516002158,0.034083862779897216,0.030819351615071624,0.03783364177869718
Rampakakis et al. 2017 Mexico,69,0.03461898891249521,0.03452752128600521,0.031117751606840133,0.038419132828128956,0.0344722143343426,0.0343819043666002,0.030996600283717052,0.038244441566810804,0.034278842491335663,0.0341942196207998,0.030836844773337622,0.03801469034294393
Rampakakis et al. 2017 Mexico,70,0.0347109427889594,0.03462563911827009,0.03114295308009046,0.038577261627893725,0.03456291302968497,0.034478245360029885,0.031021703918122912,0.03840255591226576,0.03436790068022819,0.03428254360316993,0.030861827523978636,0.038172025550064194
Rampakakis et al. 2017 Mexico,71,0.03479639448414867,0.034740247089223325,0.031145393892747186,0.038795125623223625,0.03464713006596077,0.03458536717340442,0.031023479297109812,0.03861993572262984,0.034450504618843567,0.03438398386327956,0.03086273096780867,0.038382018764202726
Rampakakis et al. 2017 Mexico,72,0.03491476608108729,0.03486807097750423,0.031204481857103387,0.039031213173325724,0.03476408475778995,0.03471444759129669,0.03107451476679472,0.038843259966360406,0.03456560658734975,0.03451301037863894,0.03090327473779041,0.03859570263740672
Rampakakis et al. 2017 Mexico,73,0.03506040756241334,0.03500030463843613,0.031260568803551256,0.039278398260661915,0.034908153367186,0.034851448021440676,0.031132681704298507,0.03909897257631962,0.034707617509759425,0.034649747511967255,0.03096446084237895,0.03885586646327642
Rampakakis et al. 2017 Mexico,74,0.03522754563880837,0.03517531584608749,0.03139062701705251,0.039509801174099746,0.0350735901298394,0.035019158096372224,0.031266499713589725,0.03932847973731291,0.03487082791550536,0.034813144400146545,0.031102954972715938,0.039089813183208436
Rampakakis et al. 2017 Mexico,75,0.035410281633415634,0.0353524864288637,0.031502793614528374,0.03975861151545472,0.035254525183704956,0.03519378997337835,0.031377843125002,0.03957015092570457,0.035049405925324864,0.034993415573907366,0.031212531969390004,0.03930961383802437
Rampakakis et al. 2017 Mexico,76,0.035602589333588,0.03554980414624001,0.03161225231643652,0.04019638675065957,0.03544496246630047,0.0353918970702701,0.03148584273540924,0.039998501226761254,0.035237395207621605,0.03518636447779717,0.031319245857588905,0.039735722115274805
Rampakakis et al. 2017 Mexico,77,0.03579831280949604,0.035731275584291095,0.031732515806734876,0.040534050340457206,0.03563877758028718,0.03557619314870814,0.03160638170279426,0.04032442499721031,0.035428712904925684,0.035372619370054786,0.03144007580487673,0.04004883411775794
Rampakakis et al. 2017 Mexico,78,0.03599116419912608,0.035909877176845476,0.0318469156909913,0.04076949071250387,0.03582971562690305,0.03574490563517957,0.03171823190340183,0.0405705853884419,0.03561714753007403,0.03553973538266264,0.03154867994424394,0.04030881990124953
Rampakakis et al. 2017 Mexico,79,0.036174721459190415,0.036089349222778656,0.03196850467418175,0.0410122323823558,0.03601138900681285,0.03592099426512848,0.03183938822650488,0.04078552851852451,0.03579635683172794,0.035704800562477476,0.03166810133568772,0.04051929276762228
Rampakakis et al. 2017 Mexico,80,0.036342426081473124,0.036224935517972734,0.032028478657890665,0.04131481706898595,0.03617727518794188,0.03605866639910729,0.031894930275883464,0.04111841538731726,0.035959865628847905,0.03584754934527054,0.031726434871752265,0.04085958491416936
Rampakakis et al. 2017 Mexico,81,0.036506785449484394,0.03636994692066353,0.03203456551282557,0.04160524584421248,0.036339814942896634,0.03620220110625705,0.03190095875142012,0.0413756682299196,0.03612002701785497,0.035985056405107775,0.03172488849093831,0.04107363461041307
Rampakakis et al. 2017 Mexico,82,0.03668395042523934,0.03654075913304289,0.032035233416335164,0.04193475587594624,0.03651507109341629,0.036375440441234155,0.03191445248471481,0.04173000943056118,0.03629278797059313,0.03615225076744633,0.03174207188552761,0.04146065992348317
Rampakakis et al. 2017 Mexico,83,0.036872703510562155,0.03670781907790182,0.032080194148924705,0.04231870106660588,0.03670183136022537,0.036538030395793536,0.0319459861136148,0.04210080207720201,0.03647694311161711,0.03631954735029644,0.03176940990662788,0.041814280186883504
Rampakakis et al. 2017 Mexico,84,0.037071799529577495,0.03690822921534122,0.03215357496997714,0.04269105130551573,0.03689885606922514,0.03673441064201693,0.032028478528580186,0.042463603835584514,0.03667126004143503,0.036505833629933884,0.03186073775483093,0.04215447374067362
Rampakakis et al. 2017 Mexico,85,0.03727996514423169,0.037126115832565816,0.03221139022121678,0.04305173120623962,0.0371048776775698,0.0369469502035636,0.03207546511857148,0.042805209851292984,0.03687447887626595,0.03670921680687266,0.03189639797072197,0.042502485144970924
Rampakakis et al. 2017 Mexico,86,0.03749589836222521,0.0373265563268131,0.032251172506294556,0.043454229610878484,0.03731860029249462,0.037146823537902995,0.0321247978598264,0.043203225922697035,0.037085311780983975,0.036920023980788266,0.03195820577630386,0.04287371356134901
Rampakakis et al. 2017 Mexico,87,0.03771826803724387,0.03754097586604531,0.032256009888145,0.0438329371632193,0.037538699182793504,0.037355335163497684,0.03213444669762488,0.043607493238598805,0.03730244249515882,0.03711702552725507,0.031974145794103084,0.043274280668884973
Rampakakis et al. 2017 Mexico,88,0.0379457133613841,0.037754132815649835,0.03230780123577758,0.04426032809351815,0.037763820282851565,0.03757565302241044,0.03217242989190814,0.04402715510334964,0.03752452585211099,0.0373321365131345,0.0319940398090764,0.043684413630542415
Rampakakis et al. 2017 Mexico,89,0.038176843349660615,0.03796617602342717,0.03236417697912333,0.044594234938354516,0.0379925796891313,0.03778636179847736,0.03222848559815501,0.044357133438700215,0.037750187290893106,0.03754374098611368,0.03206110170673413,0.04404976503975941
Rampakakis et al. 2017 Mexico,90,0.03841023631648947,0.03817855585307313,0.03241971722659565,0.04503094412750373,0.03822356314901606,0.037990730872664066,0.032283699803248994,0.044775232049732036,0.03797802236111418,0.03774436080367059,0.032104459708578434,0.04443948886671042
Rampakakis et al. 2017 Mexico,91,0.03864639601803469,0.03840730825070397,0.03247705002817972,0.045518947563828883,0.03845727095810283,0.03821556868758395,0.03234035250209309,0.04524250978909341,0.038208526832691596,0.03796890418560797,0.032160222020072696,0.04487997208952253
Rampakakis et al. 2017 Mexico,92,0.038887141703213536,0.038622483892068474,0.032537165463622814,0.04603784550439561,0.03869551121231414,0.038435459832987434,0.03240985803427582,0.04575367288808191,0.03844349416321596,0.03817682238784023,0.03224197955329845,0.04538096672850803
Rampakakis et al. 2017 Mexico,93,0.039133009791339934,0.03887599321803066,0.03259978228280887,0.04649588850587785,0.038938816384100995,0.038686767084159884,0.03248128958391,0.04620582872624397,0.03868345166684156,0.03843782216444662,0.03229900545070515,0.04582546007925689
Rampakakis et al. 2017 Mexico,94,0.03938454779459972,0.0391236382318368,0.032663323596082705,0.046962360820041335,0.03918772988492633,0.03892419355776501,0.03253341358207068,0.046667068792600463,0.038928937396858855,0.038667279822810374,0.03237681695694307,0.046279074630910806
Rampakakis et al. 2017 Mexico,95,0.03964231450408451,0.03938024632707001,0.0327329766404881,0.0474791798865767,0.03944280624625496,0.039185533326103236,0.032599152178261225,0.04720870208678702,0.03918050032020171,0.03893261623540689,0.03243199369766893,0.046829755641746525
Rampakakis et al. 2017 Mexico,96,0.03990688017855808,0.03962821445513571,0.032841062241718295,0.04792310140048386,0.03970461130313021,0.03942958415303206,0.032706515688419806,0.04761484756552981,0.039438700494356924,0.039174607428000385,0.03252933109502044,0.047239160614976655
Rampakakis et al. 2017 Mexico,97,0.04017882673598229,0.03990328801671663,0.032884228847101064,0.04844466684673157,0.03997372238036085,0.039694621388496394,0.03275259891493095,0.04814118157914115,0.03970410924669532,0.039424566089641344,0.0325910088492106,0.04774324037233159
Rampakakis et al. 2017 Mexico,98,0.04045874794783023,0.040174889571401876,0.032994271459840935,0.04893022437217503,0.04025072848134242,0.03997294535229784,0.032858864953078853,0.048622401195529026,0.039977309356244474,0.039702914889090266,0.03268040356902478,0.04822378262521499
Rampakakis et al. 2017 Mexico,99,0.04074724963621209,0.04043900938752364,0.033109692289273844,0.04945518014667598,0.040536230479535244,0.040243365140607654,0.03297354822189144,0.049126959619186124,0.04025889523792093,0.039966315058869516,0.03279411760483494,0.04869660428894096
Rampakakis et al. 2017 Taiwan,50,0.0709639122601588,0.0707755043539584,0.06451541360689733,0.07794779285408139,0.07066417882543931,0.07047886341774923,0.0642777555426385,0.07760093148151823,0.07026888560038708,0.07009490816949591,0.06394863501685225,0.07714367231235246
Rampakakis et al. 2017 Taiwan,51,0.06961573027006887,0.06947802208408826,0.06340482545590641,0.07629080571505382,0.06932069830291357,0.06918531929206295,0.06317059631343254,0.07594053719814398,0.06893162534967959,0.06880543830864971,0.06286134024793232,0.07547894753291684
Rampakakis et al. 2017 Taiwan,52,0.06807542184828867,0.06793735094750616,0.06227721177456136,0.07448556460067254,0.0677860303267234,0.06765542952255132,0.06203828315192824,0.07414047054211849,0.06740441533924058,0.06728227442715448,0.06171864559270784,0.07368587933767189
Rampakakis et al. 2017 Taiwan,53,0.06639843150820224,0.06629146089723832,0.06087751646363523,0.07254186516053293,0.06611537593476852,0.06601735144425286,0.06064019496769683,0.07221166860210075,0.06574213537552695,0.0656575847733698,0.060327332899166274,0.07177650816494988
Rampakakis et al. 2017 Taiwan,54,0.06464136133164561,0.06459690702343698,0.05951420619348821,0.07038671998819997,0.06436508323857851,0.06432282957753513,0.05928057685619187,0.07006417598783651,0.06400079856761488,0.06395910201251372,0.058972390325113755,0.06963921638889586
Rampakakis et al. 2017 Taiwan,55,0.06286199036645068,0.06278967521553155,0.0580920249487403,0.06846057158617824,0.06259266646581375,0.06251921333753085,0.05785836568315983,0.0681483846311337,0.06223756990759928,0.06216619771776773,0.05755011033372878,0.06773441567336884
Rampakakis et al. 2017 Taiwan,56,0.06111929431875875,0.0610495051192534,0.05662148506300551,0.06650082277782439,0.060856825286792995,0.060797051065328664,0.05639973343028813,0.06620481099153867,0.06051078512120716,0.06046231496780091,0.05610713323427973,0.06581440333524163
Rampakakis et al. 2017 Taiwan,57,0.05947346554437653,0.05938442410179387,0.055212048695585866,0.06459454139328123,0.05921746442901028,0.059133983586176116,0.05498362268863917,0.06429258083986292,0.058879969792196105,0.058804097633701584,0.05468234478513701,0.06390413304745005
Rampakakis et al. 2017 Taiwan,58,0.0579859333434982,0.057898596517156294,0.053738589476102286,0.06289268138122493,0.057735713583646354,0.05765588744950705,0.053515813740587885,0.06261685532946731,0.05740585876414115,0.057318496798189254,0.053222012616990506,0.062253228038802816
Rampakakis et al. 2017 Taiwan,59,0.056719384563177634,0.05664317920962945,0.05250415636313018,0.06150642251649881,0.05647394760813127,0.05639445000713959,0.0522857998683824,0.06122375086589716,0.05615041582325429,0.056071087278445245,0.05199784634729831,0.06085136860351707
Rampakakis et al. 2017 Taiwan,60,0.055551685680389824,0.0554563914749685,0.05132813799230034,0.06028044599745984,0.05531060660085083,0.05522055549953696,0.051122398830251506,0.060005833401943993,0.05499283729909408,0.05490742940724333,0.050851001884474424,0.05965254094722421
Rampakakis et al. 2017 Taiwan,61,0.05433202862125604,0.05423446220076236,0.050143648116370204,0.05894281352623573,0.05409560756637148,0.05399417771681859,0.049935412840161834,0.05866453564790226,0.053783995853848035,0.053678943954034275,0.0496639747351882,0.05830674805272966
Rampakakis et al. 2017 Taiwan,62,0.05308137064740078,0.05299200101938753,0.04887915092427816,0.057662790952914544,0.05284981030606348,0.05275524652784341,0.048680886505715504,0.05739942750063497,0.052544622773220966,0.05244682554034441,0.048419423919165566,0.05705241477303694
Rampakakis et al. 2017 Taiwan,63,0.05182111031357571,0.05171249621268723,0.047631622494722796,0.05624439604200669,0.05159451163381574,0.051486695351069436,0.04742709044744007,0.055998329529114446,0.05129588074448065,0.0511899922643874,0.04717235133554732,0.05567404182476661
Rampakakis et al. 2017 Taiwan,64,0.05057309490511,0.05050016444137683,0.046445394730873675,0.05495704501802712,0.05035145266706285,0.05027889104709303,0.04624967881004377,0.05469316554816028,0.05005937095724779,0.04998847153314559,0.04599963804527871,0.05434712526914505
Rampakakis et al. 2017 Taiwan,65,0.04935962798889759,0.04930767637554612,0.04531146060169763,0.05378767136843873,0.04914282622687444,0.049099373965831646,0.04512061703403385,0.053546148881385806,0.048857140307611985,0.048813913792519065,0.0448715860408664,0.0532269216236845
Rampakakis et al. 2017 Taiwan,66,0.04820347707955894,0.048112967888952224,0.044181837483242066,0.05260326338696922,0.04799128434861534,0.047905048657511745,0.04399969523216591,0.052348311441083796,0.04771168870691947,0.047631673317165064,0.04375953353609513,0.052012520442529714
Rampakakis et al. 2017 Taiwan,67,0.047127881422436804,0.047055326282934476,0.04310708434956069,0.05149247272341291,0.046919945904703136,0.04684706865234837,0.042930757123363486,0.051253430220851715,0.04664597649659268,0.046574582040764645,0.042697372426651024,0.050939145953164504
Rampakakis et al. 2017 Taiwan,68,0.04615655989510003,0.04608424462039247,0.042147094394331605,0.0505790834156102,0.04595240434100093,0.045879868425324974,0.04197249604608101,0.05034102374245666,0.04568343197034847,0.04561245102835436,0.04174234333806231,0.05003249364960953
Rampakakis et al. 2017 Taiwan,69,0.04531371902905241,0.04526842391803855,0.04129467431703169,0.04980947716400501,0.04511273552840282,0.0450615572319179,0.041119402996736096,0.049575517325507135,0.04484795900519734,0.04479481603118534,0.0408887614821239,0.04926740649225672
Rampakakis et al. 2017 Taiwan,70,0.04462406115335878,0.04460756693969476,0.040506536195150995,0.04912577662649789,0.044425505731180794,0.0444018913867001,0.04033584680231795,0.04889412529123102,0.04416394480261326,0.04413365205820742,0.040117341724524365,0.048589072699558984
Rampakakis et al. 2017 Taiwan,71,0.0440835090357866,0.044034682228670616,0.0399155850369458,0.048599952148007906,0.04388664615244467,0.04383648559159663,0.039752079605480904,0.048369301454672796,0.04362733186708783,0.04358067599647893,0.039536507176879565,0.04806584522430765
Rampakakis et al. 2017 Taiwan,72,0.043661653005481145,0.043641735951510566,0.03945920117221811,0.048237100039102775,0.043465891495237746,0.04345176598613869,0.039294857190024665,0.04801478226450349,0.04320804522824265,0.04320154320535388,0.03907635618578105,0.04770057977721913
Rampakakis et al. 2017 Taiwan,73,0.043343833911008045,0.043285497824232265,0.0390778142121596,0.048030421874163814,0.04314864862834452,0.04309100505555518,0.0389110150895721,0.04780437782893921,0.042891578853037224,0.0428303081079103,0.03869734203829261,0.047506832263012624
Rampakakis et al. 2017 Taiwan,74,0.04311506869529375,0.04308521949673158,0.03878000945321601,0.047939954164545676,0.04292000372197221,0.042894216028128096,0.03861400166782905,0.047713986433347004,0.04266311021218211,0.04263849205523157,0.038395238527407394,0.04740363525571783
Rampakakis et al. 2017 Taiwan,75,0.042960044806667465,0.0429352568375114,0.03856088708149213,0.047917023378318324,0.04276471677368521,0.04273642760443777,0.03840163142119797,0.04769159161950418,0.04250749495516883,0.042478967164502,0.03819169378592709,0.04739482173975031
Rampakakis et al. 2017 Taiwan,76,0.04286311452333492,0.0428207973701153,0.03835535361368106,0.04795399232238595,0.042667216051385,0.04262482317801868,0.03819888397435179,0.047723083075281704,0.04240926150696716,0.042366826449881725,0.037992628930740735,0.04742389763218032
Rampakakis et al. 2017 Taiwan,77,0.0428082891900381,0.04273215101723389,0.03822770667873983,0.048068214794995894,0.04261159245219516,0.04253843363375215,0.03807090894816854,0.047808427843408934,0.042352605585381294,0.04228106882607058,0.03786423383345691,0.04749979698958744
Rampakakis et al. 2017 Taiwan,78,0.04277923336564766,0.042674263416059136,0.038090049153432635,0.048209199742021806,0.042581593776106055,0.042481262142859064,0.03793178557927237,0.0479467925177465,0.042321384638054654,0.04222429187180714,0.03772321530446882,0.04760407783545549
Rampakakis et al. 2017 Taiwan,79,0.04275925888041957,0.0426443343845664,0.037887612879665855,0.04829961467189844,0.04256061891322166,0.04244634457888572,0.03773033709431592,0.04805546542126476,0.04229911219810378,0.04218751737624277,0.03752306848772596,0.04773376596855369
Rampakakis et al. 2017 Taiwan,80,0.04273131880164296,0.0426203125274168,0.037715040165410475,0.04836634112030974,0.0425317119434482,0.0424185278543001,0.037563597411290034,0.048128164735019366,0.0422689521573625,0.04215456812725836,0.03735942733782025,0.04781480174039651
Rampakakis et al. 2017 Taiwan,81,0.04272987957837279,0.04260745825386521,0.03753348874218375,0.04850407919121413,0.042529153015063104,0.042409110613982004,0.03738710324033065,0.04826369687401621,0.04226493947360999,0.042143721049746605,0.03718935126430085,0.04794746018551196
Rampakakis et al. 2017 Taiwan,82,0.042799159918796334,0.042641470419028896,0.03739774306974453,0.04871770715764907,0.04259691699726266,0.04245138629759085,0.03724690156161276,0.04847408528259365,0.04233072818253873,0.04219492697464485,0.037048032793354224,0.04815362342080443
Rampakakis et al. 2017 Taiwan,83,0.042936418566366485,0.04280418670345046,0.03733317639976991,0.049011156708877,0.042732270817470185,0.042595969079480656,0.03718246760650844,0.04875850938038096,0.04246359611023861,0.04232849073786793,0.03698377767392226,0.04843320846784379
Rampakakis et al. 2017 Taiwan,84,0.04313884666974388,0.04302259491977575,0.03732324362221752,0.04945952668082718,0.04293241440251853,0.042814660965455824,0.03717264099293181,0.0491849377133196,0.04266075486362993,0.04253305476408812,0.03697409011937101,0.048816556449738494
Rampakakis et al. 2017 Taiwan,85,0.04340356656216983,0.04326568762198748,0.037414349586105976,0.049976192992892333,0.04319447948210656,0.04305643057160582,0.03726431659013273,0.04971299932769626,0.042919348665237,0.0427835285401353,0.03706443267955051,0.04937218230209065
Rampakakis et al. 2017 Taiwan,86,0.04372763052134563,0.043561472821502314,0.03752264477902244,0.05059282248005639,0.04351552837357424,0.04335636197257187,0.03736742672923346,0.050301590858823915,0.043236453170320106,0.04308929027502522,0.03716443604514128,0.04991927798584056
Rampakakis et al. 2017 Taiwan,87,0.04410801950952559,0.043919452813198936,0.037706187333344854,0.05123159998493051,0.04389255274772882,0.04371680557278296,0.037539128906404866,0.050934575403389304,0.04360907426612933,0.04343462036768783,0.03733618488982086,0.05054456706460389
Rampakakis et al. 2017 Taiwan,88,0.044541641893534184,0.0442929372433724,0.03797782603387945,0.051994516880556306,0.04432247237545799,0.0440854857378033,0.037819672641101046,0.05169367140087266,0.044034146853048316,0.04381244123211073,0.03760384506215968,0.0512986758175099
Rampakakis et al. 2017 Taiwan,89,0.045025332144409215,0.044754692748900884,0.03826871152786845,0.05278883327716505,0.044802133854858255,0.0445370885606306,0.03810891119663283,0.05246671306905663,0.04450853360738874,0.044248525555130196,0.03789827432706253,0.05204405294596457
Rampakakis et al. 2017 Taiwan,90,0.045555849516377485,0.045286328717261404,0.03859808796964089,0.053604044235721106,0.045328309318611655,0.045055794371915765,0.0384364475265416,0.05327399443825619,0.045029023725602184,0.04476553505074682,0.03822338908682591,0.05284098020288789
Rampakakis et al. 2017 Taiwan,91,0.04613396656798881,0.04587527709279916,0.03895769207541343,0.054390403228517854,0.04590176145326328,0.04564297981657968,0.03880261746100801,0.054083957909957986,0.045596367038056855,0.04533916363093399,0.03858703425572734,0.053681420369621154
Rampakakis et al. 2017 Taiwan,92,0.046764162968729955,0.046512983004644154,0.03921715563933816,0.055337290099231384,0.04652693839104626,0.04627663236508574,0.03906055534957928,0.0549977315207214,0.046214970340731555,0.04597062801831303,0.03885963736919734,0.05455236936996239
Rampakakis et al. 2017 Taiwan,93,0.04744873340520227,0.04720242960646756,0.03964753643058845,0.05644412989796675,0.04720611527385294,0.0469690884289246,0.03948871707298945,0.056084371703432355,0.04688708322418186,0.04665478636760381,0.039276031224040615,0.05561236564211777
Rampakakis et al. 2017 Taiwan,94,0.04819001575263038,0.04793558370575172,0.040046618096728916,0.05751773577074513,0.04794160974037216,0.04769060074113979,0.03988602324568074,0.057163121256218974,0.04761499687855774,0.04736661304084956,0.03967424391936405,0.056676882032606644
Rampakakis et al. 2017 Taiwan,95,0.0489903917659484,0.048742399042486645,0.04050573394966705,0.05862148620326592,0.048735782595826206,0.04849044908361651,0.040325263864138754,0.05825979208566668,0.04840104473599335,0.04816426911673396,0.04011066695292941,0.05778513840994339
Rampakakis et al. 2017 Taiwan,96,0.0498522877806372,0.049587627782946106,0.041140330792923424,0.05987532236083087,0.049591038490871875,0.049340026893378124,0.04094617574615445,0.05948705160347258,0.04924760312142259,0.049004130727033496,0.040690597746400464,0.058977490890059645
Rampakakis et al. 2017 Taiwan,97,0.050778175423389166,0.0504922598758662,0.04180923345465261,0.061178166742612804,0.05050982660973015,0.05022925188546064,0.041635969632968756,0.06077708894380721,0.050157091911870275,0.049891204023083564,0.041407571181345026,0.060285245202215544
Rampakakis et al. 2017 Taiwan,98,0.05177057233267287,0.05147063058594954,0.04250695256919393,0.06272201779823297,0.051494641367604524,0.051200899856456206,0.04231285414045832,0.06229087101298167,0.05113197520426386,0.05084293045391873,0.042057216073880715,0.06172597927749659
Rampakakis et al. 2017 Taiwan,99,0.05283204288926532,0.05245373862721474,0.043171460711657506,0.06422823206533516,0.05254802311744371,0.05218583870917251,0.04300687500150959,0.06380558451452017,0.05217476199180717,0.051833388374352814,0.04278969703059024,0.06323104507046265
Rampakakis et al. 2017 Thailand,50,0.02214293476791745,0.022061928779719228,0.0193843295188107,0.02529579194214164,0.02206692061634732,0.021987985413866706,0.019322434890485185,0.025193517305863684,0.02196664637299697,0.02188868754725467,0.01923795851003214,0.02505878644341086
Rampakakis et al. 2017 Thailand,51,0.02176312064772782,0.02173514794525635,0.019051534397694286,0.02477966002265707,0.02168841640168792,0.021659121973716094,0.01898525342795804,0.02469471709685965,0.02158987462520812,0.021560367331458868,0.018897940025198928,0.02458025849719206
Rampakakis et al. 2017 Thailand,52,0.02169863188077137,0.02165514295110465,0.019066034882642812,0.024699981409957494,0.021623732758468944,0.021583759928817125,0.01900324120879724,0.02460909797949975,0.021524939291821095,0.021489257199287556,0.018920367216973995,0.024489259451759664
Rampakakis et al. 2017 Thailand,53,0.021660392356670714,0.0216129719165907,0.019041468287603006,0.024630244786053072,0.02158516700768551,0.02153726595257784,0.018977399610304053,0.024540388843356378,0.021485948775069548,0.021439770656420623,0.018892912937161405,0.024421919313669087
Rampakakis et al. 2017 Thailand,54,0.02162196919086647,0.021582852724888073,0.01899140630836727,0.024605497324259238,0.02154641493235435,0.021508549566482984,0.018927275980565247,0.024514348018137032,0.02144676851162528,0.021411947463137057,0.01884271146509064,0.024394028500367395
Rampakakis et al. 2017 Thailand,55,0.021584884341430636,0.021559105090035224,0.018943657186509456,0.02452953214830419,0.021508993535416927,0.02148477090016543,0.018879342878288474,0.024439147321894557,0.02140890897094084,0.021385805185998103,0.01879711933306399,0.024319950805009788
Rampakakis et al. 2017 Thailand,56,0.02155098647248649,0.02151552473791326,0.018934832436564783,0.024486171809277233,0.02147474482968066,0.02143826578240341,0.01887256195418846,0.024395436629700826,0.021374203397992477,0.021341468036504992,0.018790423969035082,0.024275784587208662
Rampakakis et al. 2017 Thailand,57,0.021522152863912066,0.021467975865386076,0.018948432825044215,0.024444787566177923,0.02144553917704424,0.021394365878761177,0.01888265220074511,0.02435736460465775,0.02134451303733205,0.021292471253672757,0.018795909879484204,0.024237228063149374
Rampakakis et al. 2017 Thailand,58,0.021500289855252527,0.021436344730734427,0.018912005956583898,0.024387949497815652,0.021423275723564127,0.02135779426460365,0.01884813016025445,0.02429676696838298,0.021321727556656678,0.021258925560974935,0.018763869569627837,0.024176576869371514
Rampakakis et al. 2017 Thailand,59,0.021487333296741882,0.02142907625341626,0.018882979937372653,0.024360362499281894,0.021409882841364407,0.021350582210301377,0.01881892163215209,0.0242688044435566,0.021307765476880403,0.021252470558942242,0.01873536645700225,0.02414812566627603
Rampakakis et al. 2017 Thailand,60,0.021481656563227876,0.02141786449877544,0.018859285731076283,0.02435031106125759,0.02140373916358075,0.021337180584710742,0.01879495139024066,0.024263248938546398,0.021301012374257442,0.021230820081299385,0.01871009421519727,0.02414838836686615
Rampakakis et al. 2017 Thailand,61,0.021480209163693302,0.02141357843250702,0.018839043072754243,0.02436518118534297,0.02140180479135363,0.021333274203980714,0.01877447167053644,0.024271021040006696,0.02129844232335358,0.021228485242482407,0.018689304204817556,0.024146915598783986
Rampakakis et al. 2017 Thailand,62,0.021482811341521996,0.02141403195951473,0.018837420264995137,0.024339966337011413,0.021403900287313926,0.02133566863232068,0.0187729375121292,0.024245498156691622,0.021299876314763124,0.021230330351416415,0.018687890382770495,0.024120992215114326
Rampakakis et al. 2017 Thailand,63,0.021489280348265798,0.021427957362694802,0.01883555089705142,0.024308964722522843,0.021409843243746916,0.021350009622897778,0.01877163319297033,0.024218923131410823,0.02130513239709953,0.02124727319772535,0.01868735512663755,0.024099264706361083
Rampakakis et al. 2017 Thailand,64,0.021499430395319576,0.02143397539854307,0.018845251874078924,0.02430212754854085,0.021419448235111837,0.02135554516725805,0.018777510773954634,0.02420837733434495,0.02131402563061838,0.021251794401523635,0.018688249398794744,0.024083429186313225
Rampakakis et al. 2017 Thailand,65,0.02151307260478492,0.021447108569300058,0.018860918292171857,0.024321221776828727,0.02143252676977797,0.0213686283318816,0.018793513137185504,0.024228046627569846,0.021326368040092764,0.021264220901771685,0.01870436056849743,0.024105227771654626
Rampakakis et al. 2017 Thailand,66,0.021530014959510513,0.021467735671814085,0.018848083843692034,0.024345267407365707,0.021448887240966153,0.02139082697502339,0.018780599773379807,0.024257560406750454,0.021341968566931102,0.021287513260398683,0.018691628021662406,0.02414191483064787
Rampakakis et al. 2017 Thailand,67,0.02155006225229698,0.021495164907699482,0.018855291227818958,0.024342431821716703,0.021468334876884373,0.021413719830713086,0.01878485164821693,0.02425414205228578,0.021360633020527167,0.0213052087455319,0.018691995215644453,0.024137735617734454
Rampakakis et al. 2017 Thailand,68,0.021573016034253847,0.0215128139805087,0.01884937936209052,0.02441136302937677,0.02149067169004596,0.021433135497465828,0.018778563662863245,0.02431529516972008,0.02138216402883201,0.021325758923957588,0.018685216129770723,0.024188587368341896
Rampakakis et al. 2017 Thailand,69,0.021598674562295948,0.02152944341804417,0.01889436643272674,0.024437840791959865,0.021515696425758797,0.021448343455008123,0.01882733300601384,0.024339843068139966,0.021406360988137307,0.021340604479940413,0.018734497722879127,0.024210731966992846
Rampakakis et al. 2017 Thailand,70,0.021626832745766704,0.021558060975830646,0.01887753069702035,0.024447256769861724,0.02154320450977376,0.021479984341054296,0.018808334953935073,0.02434862704193869,0.021433020012059743,0.021372363689588145,0.01871699121714045,0.024218692371445465
Rampakakis et al. 2017 Thailand,71,0.021657834477106966,0.02157921717470776,0.01885061980003791,0.02449649328259774,0.021573538230050312,0.021496334139446863,0.018781295182231168,0.02439307771193822,0.021462481282195637,0.021388154663189156,0.01869551252448029,0.024256908566740783
Rampakakis et al. 2017 Thailand,72,0.021692153990744138,0.0216177504748715,0.01884699159697192,0.024607066336584462,0.021607169666046266,0.021532359080073338,0.018775248137802958,0.024492410777921584,0.02149521404718153,0.021423959283679517,0.0186806909310995,0.024341594429235777
Rampakakis et al. 2017 Thailand,73,0.021729778912192386,0.02165691172524424,0.01885293089334101,0.02471535640813787,0.021644086152996737,0.02156658638518036,0.018780789900836776,0.024610604312874877,0.021531205268703824,0.02145334609314767,0.018685713770973108,0.0244642451078329
Rampakakis et al. 2017 Thailand,74,0.021770696523340266,0.021683822843907907,0.018861526389578977,0.024760447746811173,0.02168427467905401,0.02159883763637655,0.0187890581138081,0.024652116522709128,0.021570441557096313,0.021486292530338427,0.01869355459660675,0.024509561562345464
Rampakakis et al. 2017 Thailand,75,0.02181489375556962,0.021736570796349552,0.018872739687989904,0.024828455994603097,0.021727721878415138,0.021647894230105585,0.01879993261116224,0.024720586956446085,0.021612909164486556,0.021532475410967332,0.018703986576795093,0.02457864393368018
